timestamp,sim_time,image,steering,speed,command
20260624_161418_647114,143.296,20260624_161418_647114.png,0.06260,50,2
20260624_161418_774532,143.424,20260624_161418_774532.png,0.04124,50,2
20260624_161418_935867,143.584,20260624_161418_935867.png,0.04201,50,2
20260624_161419_080097,143.728,20260624_161419_080097.png,0.05193,50,2
20260624_161419_238445,143.888,20260624_161419_238445.png,0.04979,50,2
20260624_161419_447114,144.096,20260624_161419_447114.png,0.04434,50,2
20260624_161419_591695,144.240,20260624_161419_591695.png,0.04684,50,2
20260624_161419_704325,144.352,20260624_161419_704325.png,0.04039,50,2
20260624_161419_815546,144.464,20260624_161419_815546.png,0.04736,50,2
20260624_161419_926499,144.576,20260624_161419_926499.png,0.04159,50,2
20260624_161420_087687,144.736,20260624_161420_087687.png,0.04435,50,2
20260624_161420_230744,144.880,20260624_161420_230744.png,0.05307,50,2
20260624_161420_359039,145.008,20260624_161420_359039.png,0.04198,50,2
20260624_161420_568339,145.216,20260624_161420_568339.png,0.04074,50,2
20260624_161420_775184,145.424,20260624_161420_775184.png,0.02387,50,2
20260624_161425_792643,145.632,20260624_161425_792643.png,0.02992,50,2
20260624_161426_000352,145.840,20260624_161426_000352.png,0.02823,50,2
20260624_161426_209132,146.048,20260624_161426_209132.png,0.01341,50,2
20260624_161426_417090,146.256,20260624_161426_417090.png,0.00274,50,2
20260624_161426_623610,146.464,20260624_161426_623610.png,-0.00961,50,2
20260624_161426_832491,146.672,20260624_161426_832491.png,-0.00522,50,2
20260624_161427_040416,146.880,20260624_161427_040416.png,-0.00562,50,2
20260624_161427_249907,147.088,20260624_161427_249907.png,0.01305,50,2
20260624_161427_457077,147.296,20260624_161427_457077.png,0.00676,50,2
20260624_161427_663648,147.504,20260624_161427_663648.png,0.00162,50,2
20260624_161427_872167,147.712,20260624_161427_872167.png,-0.00503,50,2
20260624_161428_081156,147.920,20260624_161428_081156.png,-0.00776,50,2
20260624_161428_287310,148.128,20260624_161428_287310.png,-0.00676,50,2
20260624_161428_495938,148.336,20260624_161428_495938.png,0.00648,50,2
20260624_161428_705243,148.544,20260624_161428_705243.png,0.01260,50,2
20260624_161428_912480,148.752,20260624_161428_912480.png,0.00656,50,2
20260624_161429_120587,148.960,20260624_161429_120587.png,-0.00315,50,2
20260624_161429_329544,149.168,20260624_161429_329544.png,-0.01392,50,2
20260624_161429_535598,149.376,20260624_161429_535598.png,-0.00546,50,2
20260624_161429_743588,149.584,20260624_161429_743588.png,0.00165,50,2
20260624_161429_951918,149.792,20260624_161429_951918.png,0.00428,50,2
20260624_161430_160395,150.000,20260624_161430_160395.png,0.00748,50,2
20260624_161430_369385,150.208,20260624_161430_369385.png,0.00032,50,2
20260624_175256_366687,116.400,20260624_175256_366687.png,0.09948,50,2
20260624_175256_477970,116.512,20260624_175256_477970.png,0.11875,50,2
20260624_175256_605357,116.624,20260624_175256_605357.png,0.13358,50,2
20260624_175256_717638,116.736,20260624_175256_717638.png,0.11436,50,2
20260624_175256_829681,116.848,20260624_175256_829681.png,0.09424,50,2
20260624_175256_958712,116.960,20260624_175256_958712.png,0.10737,50,2
20260624_175257_073256,117.072,20260624_175257_073256.png,0.11731,50,2
20260624_175257_195675,117.184,20260624_175257_195675.png,0.11617,50,2
20260624_175257_310312,117.296,20260624_175257_310312.png,0.07882,50,2
20260624_175257_424283,117.408,20260624_175257_424283.png,0.09621,50,2
20260624_175257_550692,117.520,20260624_175257_550692.png,0.11387,50,2
20260624_175257_662993,117.632,20260624_175257_662993.png,0.12132,50,2
20260624_175257_775993,117.744,20260624_175257_775993.png,0.08938,50,2
20260624_175257_920187,117.856,20260624_175257_920187.png,0.09720,50,2
20260624_175258_032336,117.968,20260624_175258_032336.png,0.09890,50,2
20260624_175258_160095,118.080,20260624_175258_160095.png,0.11074,50,2
20260624_175258_273803,118.192,20260624_175258_273803.png,0.10674,50,2
20260624_175258_384913,118.304,20260624_175258_384913.png,0.09432,50,2
20260624_175258_528864,118.416,20260624_175258_528864.png,0.08850,50,2
20260624_175258_641100,118.528,20260624_175258_641100.png,0.10986,50,2
20260624_175258_787506,118.640,20260624_175258_787506.png,0.09932,50,2
20260624_175258_900022,118.752,20260624_175258_900022.png,0.09144,50,2
20260624_175259_025419,118.864,20260624_175259_025419.png,0.09895,50,2
20260624_175259_155572,118.976,20260624_175259_155572.png,0.08831,50,2
20260624_175259_267360,119.088,20260624_175259_267360.png,0.10044,50,2
20260624_175259_394613,119.200,20260624_175259_394613.png,0.08828,50,2
20260624_175311_941822,130.704,20260624_175311_941822.png,0.02038,50,2
20260624_175312_180594,130.912,20260624_175312_180594.png,0.02270,50,2
20260624_175312_391212,131.120,20260624_175312_391212.png,0.02659,50,2
20260624_175312_627428,131.328,20260624_175312_627428.png,0.04225,50,2
20260624_175312_820754,131.504,20260624_175312_820754.png,0.04199,50,2
20260624_175312_981829,131.664,20260624_175312_981829.png,0.04949,50,2
20260624_175313_173154,131.824,20260624_175313_173154.png,0.04926,50,2
20260624_175313_396949,132.032,20260624_175313_396949.png,0.04216,50,2
20260624_175313_541427,132.176,20260624_175313_541427.png,0.04494,50,2
20260624_175313_716415,132.320,20260624_175313_716415.png,0.05433,50,2
20260624_175313_894176,132.496,20260624_175313_894176.png,0.04272,50,2
20260624_175314_083789,132.672,20260624_175314_083789.png,0.04366,50,2
20260624_175314_230966,132.816,20260624_175314_230966.png,0.05414,50,2
20260624_175314_422850,132.976,20260624_175314_422850.png,0.05055,50,2
20260624_175314_663281,133.184,20260624_175314_663281.png,0.04436,50,2
20260624_175314_808164,133.328,20260624_175314_808164.png,0.04500,50,2
20260624_175314_966919,133.472,20260624_175314_966919.png,0.05424,50,2
20260624_175315_129228,133.632,20260624_175315_129228.png,0.05128,50,2
20260624_175315_352730,133.824,20260624_175315_352730.png,0.04150,50,2
20260624_175315_526603,133.968,20260624_175315_526603.png,0.04013,50,2
20260624_175315_639197,134.080,20260624_175315_639197.png,0.04230,50,2
20260624_175315_752217,134.192,20260624_175315_752217.png,0.05624,50,2
20260624_175315_895583,134.304,20260624_175315_895583.png,0.04467,50,2
20260624_175316_085568,134.480,20260624_175316_085568.png,0.04379,50,2
20260624_175316_247694,134.624,20260624_175316_247694.png,0.05327,50,2
20260624_175316_438981,134.784,20260624_175316_438981.png,0.04192,50,2
20260624_175316_633601,134.976,20260624_175316_633601.png,0.04134,50,2
20260624_175316_807895,135.120,20260624_175316_807895.png,0.04629,50,2
20260624_175316_921545,135.232,20260624_175316_921545.png,0.04042,50,2
20260624_175317_063026,135.344,20260624_175317_063026.png,0.04727,50,2
20260624_175317_175846,135.456,20260624_175317_175846.png,0.05069,50,2
20260624_175317_382359,135.648,20260624_175317_382359.png,0.04334,50,2
20260624_175317_512491,135.776,20260624_175317_512491.png,0.04279,50,2
20260624_175317_655437,135.888,20260624_175317_655437.png,0.04310,50,2
20260624_175317_768857,136.000,20260624_175317_768857.png,0.05130,50,2
20260624_175317_880687,136.112,20260624_175317_880687.png,0.04707,50,2
20260624_175318_072012,136.272,20260624_175318_072012.png,0.04103,50,2
20260624_175318_186801,136.384,20260624_175318_186801.png,0.04078,50,2
20260624_175318_327023,136.496,20260624_175318_327023.png,0.04656,50,2
20260624_175318_440177,136.608,20260624_175318_440177.png,0.04393,50,2
20260624_175318_647888,136.784,20260624_175318_647888.png,0.04199,50,2
20260624_175318_796015,136.928,20260624_175318_796015.png,0.04188,50,2
20260624_175318_935540,137.040,20260624_175318_935540.png,0.04253,50,2
20260624_175319_048745,137.152,20260624_175319_048745.png,0.04517,50,2
20260624_175319_192435,137.264,20260624_175319_192435.png,0.04496,50,2
20260624_175319_354876,137.424,20260624_175319_354876.png,0.05085,50,2
20260624_175319_545207,137.584,20260624_175319_545207.png,0.04146,50,2
20260624_175319_736006,137.760,20260624_175319_736006.png,0.04489,50,2
20260624_175319_897942,137.904,20260624_175319_897942.png,0.04841,50,2
20260624_175320_105142,138.080,20260624_175320_105142.png,0.04845,50,2
20260624_175320_281616,138.256,20260624_175320_281616.png,0.04360,50,2
20260624_175320_473671,138.416,20260624_175320_473671.png,0.04247,50,2
20260624_175320_647496,138.576,20260624_175320_647496.png,0.04054,50,2
20260624_175320_826347,138.736,20260624_175320_826347.png,0.04186,50,2
20260624_175320_954285,138.848,20260624_175320_954285.png,0.04169,50,2
20260624_175321_082239,138.960,20260624_175321_082239.png,0.04551,50,2
20260624_175321_194645,139.072,20260624_175321_194645.png,0.05304,50,2
20260624_175342_704079,158.592,20260624_175342_704079.png,0.00711,50,2
20260624_175342_910792,158.800,20260624_175342_910792.png,0.00556,50,2
20260624_175343_119696,159.008,20260624_175343_119696.png,0.04224,50,2
20260624_175343_267382,159.136,20260624_175343_267382.png,0.05269,50,2
20260624_175343_377574,159.248,20260624_175343_377574.png,0.04018,50,2
20260624_175343_504450,159.360,20260624_175343_504450.png,0.06223,50,2
20260624_175343_614863,159.472,20260624_175343_614863.png,0.07028,50,2
20260624_175343_730036,159.584,20260624_175343_730036.png,0.08686,50,2
20260624_175343_855168,159.696,20260624_175343_855168.png,0.08137,50,2
20260624_175343_968277,159.808,20260624_175343_968277.png,0.09119,50,2
20260624_175344_113016,159.920,20260624_175344_113016.png,0.11874,50,2
20260624_175344_224226,160.032,20260624_175344_224226.png,0.10669,50,2
20260624_175344_338301,160.144,20260624_175344_338301.png,0.08579,50,2
20260624_175344_463910,160.256,20260624_175344_463910.png,0.11327,50,2
20260624_175344_575845,160.368,20260624_175344_575845.png,0.12461,50,2
20260624_175344_719552,160.480,20260624_175344_719552.png,0.12410,50,2
20260624_175344_832692,160.592,20260624_175344_832692.png,0.08732,50,2
20260624_175344_944850,160.704,20260624_175344_944850.png,0.10834,50,2
20260624_175345_088019,160.816,20260624_175345_088019.png,0.11892,50,2
20260624_175345_203086,160.928,20260624_175345_203086.png,0.11740,50,2
20260624_175345_328204,161.040,20260624_175345_328204.png,0.08882,50,2
20260624_175345_440833,161.152,20260624_175345_440833.png,0.09026,50,2
20260624_175345_554380,161.264,20260624_175345_554380.png,0.10403,50,2
20260624_175345_679909,161.376,20260624_175345_679909.png,0.11672,50,2
20260624_175345_793635,161.488,20260624_175345_793635.png,0.11204,50,2
20260624_175345_936292,161.600,20260624_175345_936292.png,0.09362,50,2
20260624_175346_048951,161.712,20260624_175346_048951.png,0.09251,50,2
20260624_175346_161724,161.824,20260624_175346_161724.png,0.11130,50,2
20260624_175346_288787,161.936,20260624_175346_288787.png,0.10442,50,2
20260624_175346_405159,162.048,20260624_175346_405159.png,0.09519,50,2
20260624_175346_531835,162.160,20260624_175346_531835.png,0.09185,50,2
20260624_175346_642744,162.272,20260624_175346_642744.png,0.11118,50,2
20260624_175346_755665,162.384,20260624_175346_755665.png,0.11275,50,2
20260624_175346_883877,162.496,20260624_175346_883877.png,0.09903,50,2
20260624_175346_995456,162.608,20260624_175346_995456.png,0.09769,50,2
20260624_175347_115119,162.720,20260624_175347_115119.png,0.07321,50,2
20260624_175347_235846,162.832,20260624_175347_235846.png,0.08201,50,2
20260624_175347_347837,162.944,20260624_175347_347837.png,0.06710,50,2
20260624_175413_393680,187.616,20260624_175413_393680.png,-0.00807,50,2
20260624_175413_615496,187.824,20260624_175413_615496.png,0.00693,50,2
20260624_175413_823907,188.032,20260624_175413_823907.png,0.00322,50,2
20260624_175414_048968,188.240,20260624_175414_048968.png,0.00943,50,2
20260624_175414_272073,188.448,20260624_175414_272073.png,0.00905,50,2
20260624_175414_488763,188.656,20260624_175414_488763.png,0.01969,50,2
20260624_175414_640409,188.800,20260624_175414_640409.png,0.04028,50,2
20260624_175414_753284,188.912,20260624_175414_753284.png,0.04305,50,2
20260624_175414_880084,189.024,20260624_175414_880084.png,0.06443,50,2
20260624_175414_992490,189.136,20260624_175414_992490.png,0.05951,50,2
20260624_175415_123306,189.248,20260624_175415_123306.png,0.08320,50,2
20260624_175415_232564,189.360,20260624_175415_232564.png,0.08126,50,2
20260624_175415_345571,189.472,20260624_175415_345571.png,0.11529,50,2
20260624_175415_474018,189.584,20260624_175415_474018.png,0.09743,50,2
20260624_175415_585816,189.696,20260624_175415_585816.png,0.09291,50,2
20260624_175415_707866,189.808,20260624_175415_707866.png,0.11540,50,2
20260624_175415_825745,189.920,20260624_175415_825745.png,0.12541,50,2
20260624_175415_938704,190.032,20260624_175415_938704.png,0.11410,50,2
20260624_175416_065636,190.144,20260624_175416_065636.png,0.09683,50,2
20260624_175416_178376,190.256,20260624_175416_178376.png,0.11165,50,2
20260624_175416_290564,190.368,20260624_175416_290564.png,0.12211,50,2
20260624_175416_418329,190.480,20260624_175416_418329.png,0.11699,50,2
20260624_175416_531234,190.592,20260624_175416_531234.png,0.07946,50,2
20260624_175416_657511,190.704,20260624_175416_657511.png,0.09853,50,2
20260624_175416_770348,190.816,20260624_175416_770348.png,0.11086,50,2
20260624_175416_883011,190.928,20260624_175416_883011.png,0.11243,50,2
20260624_175417_009985,191.040,20260624_175417_009985.png,0.08981,50,2
20260624_175417_121517,191.152,20260624_175417_121517.png,0.08444,50,2
20260624_175417_250336,191.264,20260624_175417_250336.png,0.10260,50,2
20260624_175417_361876,191.376,20260624_175417_361876.png,0.11533,50,2
20260624_175417_474817,191.488,20260624_175417_474817.png,0.10901,50,2
20260624_175417_601875,191.600,20260624_175417_601875.png,0.09255,50,2
20260624_175417_712609,191.712,20260624_175417_712609.png,0.09196,50,2
20260624_175417_834223,191.824,20260624_175417_834223.png,0.11085,50,2
20260624_175417_952253,191.936,20260624_175417_952253.png,0.10175,50,2
20260624_175418_064226,192.048,20260624_175418_064226.png,0.09007,50,2
20260624_175418_175466,192.160,20260624_175418_175466.png,0.09488,50,2
20260624_175418_288715,192.272,20260624_175418_288715.png,0.11109,50,2
20260624_175418_401152,192.384,20260624_175418_401152.png,0.08701,50,2
20260624_175418_529813,192.496,20260624_175418_529813.png,0.08207,50,2
20260624_175418_641287,192.608,20260624_175418_641287.png,0.07997,50,2
20260624_175436_896651,212.304,20260624_175436_896651.png,0.09670,50,2
20260624_175437_009168,212.416,20260624_175437_009168.png,0.11326,50,2
20260624_175437_122563,212.528,20260624_175437_122563.png,0.12667,50,2
20260624_175437_248407,212.640,20260624_175437_248407.png,0.11966,50,2
20260624_175437_361591,212.752,20260624_175437_361591.png,0.08147,50,2
20260624_175437_485866,212.864,20260624_175437_485866.png,0.09710,50,2
20260624_175437_603151,212.976,20260624_175437_603151.png,0.10984,50,2
20260624_175437_716178,213.088,20260624_175437_716178.png,0.11477,50,2
20260624_175437_859180,213.200,20260624_175437_859180.png,0.09366,50,2
20260624_175437_971675,213.312,20260624_175437_971675.png,0.08575,50,2
20260624_175438_098536,213.424,20260624_175438_098536.png,0.10114,50,2
20260624_175438_227368,213.536,20260624_175438_227368.png,0.10623,50,2
20260624_175438_339548,213.648,20260624_175438_339548.png,0.09259,50,2
20260624_175438_485036,213.760,20260624_175438_485036.png,0.09191,50,2
20260624_175438_597481,213.872,20260624_175438_597481.png,0.09827,50,2
20260624_175438_743392,213.984,20260624_175438_743392.png,0.11548,50,2
20260624_175438_855402,214.096,20260624_175438_855402.png,0.10286,50,2
20260624_175438_968697,214.208,20260624_175438_968697.png,0.10358,50,2
20260624_175457_207974,231.152,20260624_175457_207974.png,0.02213,50,2
20260624_175457_349448,231.280,20260624_175457_349448.png,0.04692,50,2
20260624_175457_460610,231.392,20260624_175457_460610.png,0.05071,50,2
20260624_175457_636080,231.536,20260624_175457_636080.png,0.04025,50,2
20260624_175457_749540,231.648,20260624_175457_749540.png,0.06124,50,2
20260624_175457_864743,231.760,20260624_175457_864743.png,0.07810,50,2
20260624_175457_988911,231.872,20260624_175457_988911.png,0.09267,50,2
20260624_175458_101656,231.984,20260624_175458_101656.png,0.09875,50,2
20260624_175458_244945,232.096,20260624_175458_244945.png,0.07576,50,2
20260624_175458_358411,232.208,20260624_175458_358411.png,0.10369,50,2
20260624_175458_483618,232.320,20260624_175458_483618.png,0.12172,50,2
20260624_175458_597986,232.432,20260624_175458_597986.png,0.10727,50,2
20260624_175458_710151,232.544,20260624_175458_710151.png,0.10212,50,2
20260624_175458_853311,232.656,20260624_175458_853311.png,0.11953,50,2
20260624_175458_966984,232.768,20260624_175458_966984.png,0.12559,50,2
20260624_175459_090860,232.880,20260624_175459_090860.png,0.11059,50,2
20260624_175459_206219,232.992,20260624_175459_206219.png,0.09327,50,2
20260624_175459_319240,233.104,20260624_175459_319240.png,0.10510,50,2
20260624_175459_445741,233.216,20260624_175459_445741.png,0.11509,50,2
20260624_175459_558309,233.328,20260624_175459_558309.png,0.11886,50,2
20260624_175459_671062,233.440,20260624_175459_671062.png,0.09237,50,2
20260624_175459_814580,233.552,20260624_175459_814580.png,0.09085,50,2
20260624_175459_927328,233.664,20260624_175459_927328.png,0.10732,50,2
20260624_175500_054559,233.776,20260624_175500_054559.png,0.11048,50,2
20260624_175500_166258,233.888,20260624_175500_166258.png,0.09194,50,2
20260624_175500_277983,234.000,20260624_175500_277983.png,0.09191,50,2
20260624_175500_406288,234.112,20260624_175500_406288.png,0.09941,50,2
20260624_175500_520445,234.224,20260624_175500_520445.png,0.11289,50,2
20260624_175500_646313,234.336,20260624_175500_646313.png,0.10741,50,2
20260624_175500_758729,234.448,20260624_175500_758729.png,0.09316,50,2
20260624_175500_871419,234.560,20260624_175500_871419.png,0.09057,50,2
20260624_175500_998288,234.672,20260624_175500_998288.png,0.10016,50,2
20260624_175501_111969,234.784,20260624_175501_111969.png,0.11433,50,2
20260624_175501_238988,234.896,20260624_175501_238988.png,0.08489,50,2
20260624_175501_350721,235.008,20260624_175501_350721.png,0.09332,50,2
20260624_175501_463819,235.120,20260624_175501_463819.png,0.06266,50,2
20260624_175506_469500,239.840,20260624_175506_469500.png,-0.01261,50,2
20260624_175506_690390,240.048,20260624_175506_690390.png,-0.01000,50,2
20260624_175506_902784,240.256,20260624_175506_902784.png,-0.00160,50,2
20260624_175507_126503,240.464,20260624_175507_126503.png,0.03631,50,2
20260624_175507_287340,240.624,20260624_175507_287340.png,0.04858,50,2
20260624_175507_396943,240.736,20260624_175507_396943.png,0.05835,50,2
20260624_175507_543219,240.880,20260624_175507_543219.png,0.05261,50,2
20260624_175507_670119,240.992,20260624_175507_670119.png,0.06119,50,2
20260624_175507_783651,241.104,20260624_175507_783651.png,0.07222,50,2
20260624_175507_908629,241.216,20260624_175507_908629.png,0.09142,50,2
20260624_175508_039340,241.328,20260624_175508_039340.png,0.09776,50,2
20260624_175508_151428,241.440,20260624_175508_151428.png,0.07324,50,2
20260624_175508_294587,241.552,20260624_175508_294587.png,0.10485,50,2
20260624_175508_407319,241.664,20260624_175508_407319.png,0.12182,50,2
20260624_175508_534289,241.776,20260624_175508_534289.png,0.12263,50,2
20260624_175508_647552,241.888,20260624_175508_647552.png,0.09558,50,2
20260624_175508_759824,242.000,20260624_175508_759824.png,0.11214,50,2
20260624_175508_886885,242.112,20260624_175508_886885.png,0.12193,50,2
20260624_175509_000966,242.224,20260624_175509_000966.png,0.11855,50,2
20260624_175509_121398,242.336,20260624_175509_121398.png,0.08537,50,2
20260624_175509_240128,242.448,20260624_175509_240128.png,0.09635,50,2
20260624_175509_352742,242.560,20260624_175509_352742.png,0.11396,50,2
20260624_175509_479612,242.672,20260624_175509_479612.png,0.12051,50,2
20260624_175509_592473,242.784,20260624_175509_592473.png,0.11214,50,2
20260624_175509_703879,242.896,20260624_175509_703879.png,0.08398,50,2
20260624_175509_832420,243.008,20260624_175509_832420.png,0.10214,50,2
20260624_175509_944483,243.120,20260624_175509_944483.png,0.11288,50,2
20260624_175510_071733,243.232,20260624_175510_071733.png,0.10226,50,2
20260624_175510_184439,243.344,20260624_175510_184439.png,0.09155,50,2
20260624_175510_296421,243.456,20260624_175510_296421.png,0.08964,50,2
20260624_175510_424240,243.568,20260624_175510_424240.png,0.10645,50,2
20260624_175510_536482,243.680,20260624_175510_536482.png,0.11059,50,2
20260624_175510_664949,243.792,20260624_175510_664949.png,0.09123,50,2
20260624_175510_776785,243.904,20260624_175510_776785.png,0.09379,50,2
20260624_175510_888061,244.016,20260624_175510_888061.png,0.10534,50,2
20260624_175511_016432,244.128,20260624_175511_016432.png,0.07563,50,2
20260624_175511_128329,244.240,20260624_175511_128329.png,0.09659,50,2
20260624_175511_249226,244.352,20260624_175511_249226.png,0.07977,50,2
20260624_175511_367324,244.464,20260624_175511_367324.png,0.06690,50,2
20260624_175511_479701,244.576,20260624_175511_479701.png,0.05955,50,2
20260624_175523_881342,256.064,20260624_175523_881342.png,0.00188,50,2
20260624_175524_087741,256.272,20260624_175524_087741.png,-0.00086,50,2
20260624_175524_296593,256.480,20260624_175524_296593.png,0.02637,50,2
20260624_175524_521953,256.688,20260624_175524_521953.png,0.03435,50,2
20260624_175524_650932,256.800,20260624_175524_650932.png,0.06406,50,2
20260624_175524_761345,256.912,20260624_175524_761345.png,0.05155,50,2
20260624_175524_875686,257.024,20260624_175524_875686.png,0.06680,50,2
20260624_175525_017177,257.136,20260624_175525_017177.png,0.07480,50,2
20260624_175525_129627,257.248,20260624_175525_129627.png,0.09177,50,2
20260624_175525_272957,257.360,20260624_175525_272957.png,0.09685,50,2
20260624_175525_385231,257.472,20260624_175525_385231.png,0.07172,50,2
20260624_175525_497883,257.584,20260624_175525_497883.png,0.10417,50,2
20260624_175525_624833,257.696,20260624_175525_624833.png,0.12139,50,2
20260624_175525_737396,257.808,20260624_175525_737396.png,0.12170,50,2
20260624_175525_881276,257.920,20260624_175525_881276.png,0.09507,50,2
20260624_175525_992525,258.032,20260624_175525_992525.png,0.11265,50,2
20260624_175526_107182,258.144,20260624_175526_107182.png,0.12223,50,2
20260624_175526_250386,258.256,20260624_175526_250386.png,0.11856,50,2
20260624_175526_361812,258.368,20260624_175526_361812.png,0.08534,50,2
20260624_175526_504744,258.480,20260624_175526_504744.png,0.09635,50,2
20260624_175526_617749,258.592,20260624_175526_617749.png,0.11409,50,2
20260624_175526_729804,258.704,20260624_175526_729804.png,0.12064,50,2
20260624_175526_872996,258.816,20260624_175526_872996.png,0.11221,50,2
20260624_175526_985442,258.928,20260624_175526_985442.png,0.08370,50,2
20260624_175527_129574,259.040,20260624_175527_129574.png,0.10201,50,2
20260624_175527_240879,259.152,20260624_175527_240879.png,0.11270,50,2
20260624_175527_367975,259.264,20260624_175527_367975.png,0.10210,50,2
20260624_175527_498154,259.376,20260624_175527_498154.png,0.09111,50,2
20260624_175527_611819,259.488,20260624_175527_611819.png,0.08942,50,2
20260624_175527_753153,259.600,20260624_175527_753153.png,0.10640,50,2
20260624_175527_866957,259.712,20260624_175527_866957.png,0.11070,50,2
20260624_175527_993211,259.824,20260624_175527_993211.png,0.09141,50,2
20260624_175528_105598,259.936,20260624_175528_105598.png,0.09799,50,2
20260624_175528_219170,260.048,20260624_175528_219170.png,0.10640,50,2
20260624_175528_345437,260.160,20260624_175528_345437.png,0.08891,50,2
20260624_175528_457280,260.272,20260624_175528_457280.png,0.09732,50,2
20260624_175528_581896,260.384,20260624_175528_581896.png,0.11658,50,2
20260624_175528_698046,260.496,20260624_175528_698046.png,0.10641,50,2
20260624_175528_810147,260.608,20260624_175528_810147.png,0.08202,50,2
20260624_175528_952144,260.720,20260624_175528_952144.png,0.09985,50,2
20260624_175529_064250,260.832,20260624_175529_064250.png,0.11704,50,2
20260624_175529_180291,260.944,20260624_175529_180291.png,0.10668,50,2
20260624_175529_305119,261.056,20260624_175529_305119.png,0.07647,50,2
20260624_175529_419763,261.168,20260624_175529_419763.png,0.10011,50,2
20260624_175529_561002,261.280,20260624_175529_561002.png,0.11895,50,2
20260624_175529_673941,261.392,20260624_175529_673941.png,0.11770,50,2
20260624_175529_800898,261.504,20260624_175529_800898.png,0.08892,50,2
20260624_175529_930843,261.616,20260624_175529_930843.png,0.09544,50,2
20260624_175530_042189,261.728,20260624_175530_042189.png,0.10847,50,2
20260624_175530_169016,261.840,20260624_175530_169016.png,0.11286,50,2
20260624_175530_282387,261.952,20260624_175530_282387.png,0.08744,50,2
20260624_175530_408371,262.064,20260624_175530_408371.png,0.09397,50,2
20260624_175530_537982,262.176,20260624_175530_537982.png,0.10886,50,2
20260624_175530_650805,262.288,20260624_175530_650805.png,0.12077,50,2
20260624_175530_777365,262.400,20260624_175530_777365.png,0.09087,50,2
20260624_175530_890239,262.512,20260624_175530_890239.png,0.08433,50,2
20260624_175531_016184,262.624,20260624_175531_016184.png,0.09821,50,2
20260624_175531_146879,262.736,20260624_175531_146879.png,0.11638,50,2
20260624_175531_258867,262.848,20260624_175531_258867.png,0.11122,50,2
20260624_175531_385855,262.960,20260624_175531_385855.png,0.09527,50,2
20260624_175531_499123,263.072,20260624_175531_499123.png,0.09469,50,2
20260624_175531_622361,263.184,20260624_175531_622361.png,0.11081,50,2
20260624_175531_738353,263.296,20260624_175531_738353.png,0.10386,50,2
20260624_175531_851675,263.408,20260624_175531_851675.png,0.08500,50,2
20260624_175531_978166,263.520,20260624_175531_978166.png,0.09281,50,2
20260624_175532_091901,263.632,20260624_175532_091901.png,0.11339,50,2
20260624_175532_203579,263.744,20260624_175532_203579.png,0.11332,50,2
20260624_175532_331060,263.856,20260624_175532_331060.png,0.09408,50,2
20260624_175532_444180,263.968,20260624_175532_444180.png,0.09671,50,2
20260624_175532_570449,264.080,20260624_175532_570449.png,0.08234,50,2
20260624_175532_779546,264.288,20260624_175532_779546.png,0.00363,50,2
20260624_175532_906473,264.400,20260624_175532_906473.png,-0.04339,50,2
20260624_175533_019287,264.512,20260624_175533_019287.png,-0.05628,50,2
20260624_175533_140783,264.624,20260624_175533_140783.png,-0.07425,50,2
